0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng
WAZ|WAZ|||Warwick|Warwick|||Warwick|Warwick
WBA|WBA|||Wahai|Wahai|||Wahai|Wahai
WBB|WBB|||Stebbins|Stebbins|||Stebbins|Stebbins
WBC|WBC|||Wapolu|Wapolu|||Wapolu|Wapolu
WBD|WBD|Бефандриана|Бефандриана|Befandriana|Befandriana|Бефандриана|Бефандриана|Befandriana|Befandriana
WBE|WBE|Беаланана|Беаланана|Bealanana|Bealanana|Беаланана|Беаланана|Bealanana|Bealanana
WBG|WBG|||Schleswig-jagel|Schleswig-jagel|||Schleswig-jagel|Schleswig-jagel
WBI|WBI|||Broker Inn|Broker Inn|||Boulder|Boulder
WBM|WBM|Вапенаманда|Вапенаманда|Wapenamanda|Wapenamanda|Вапенаманда|Вапенаманда|Wapenamanda|Wapenamanda
WBN|WBN|||Cummings Park|Cummings Park|||Woburn|Woburn
WBO|WBO|Беророха|Беророха|Beroroha|Beroroha|Беророха|Беророха|Beroroha|Beroroha
WBQ|WBQ|||Beaver|Beaver|||Beaver|Beaver
WBR|WBR|||Big Rapids|Big Rapids|||Big Rapids|Big Rapids
WBU|WBU|||Municipal|Municipal|||Boulder|Boulder
WBW|WBW|||Wilkes-Barre/Wyoming Valley|Wilkes-Barre/Wyoming Valley|||Wilkes-Barre, PA|Wilkes-Barre, PA
WCA|WCA|Гамбоа|Гамбоа|Gamboa|Gamboa|Кастро|Кастро|Castro|Castro
WCH|WCH|Чайтен|Чайтен|Chaiten|Chaiten|Чайтен|Чайтен|Chaiten|Chaiten
WCR|WCR|||Chandalar|Chandalar|||Chandalar|Chandalar
WDA|WDA|Вади-Эйн|Вади-Эйн|Wadi Ain|Wadi Ain|Вади-Эйн|Вади-Эйн|Wadi Ain|Wadi Ain
WDB|WDB|||Deep Bay|Deep Bay|||Deep Bay|Deep Bay
WDG|WDG|||Enid Woodring Mun.|Enid Woodring Mun.|||Enid|Enid
WDI|WDI|Вондай|Вондай|Wondai|Wondai|Вондай|Вондай|Wondai|Wondai
WDN|WDN|||Waldron Island|Waldron Island|||Waldron Island|Waldron Island
WDR|WDR|||Winder|Winder|||Winder|Winder
WDY|WDY|||Kodiak Fss|Kodiak Fss|||Kodiak|Kodiak
WEA|WEA|||Parker County|Parker County|||Weatherford|Weatherford
WED|WED|Ведау|Ведау|Wedau|Wedau|Ведау|Ведау|Wedau|Wedau
WEF|WEF|Вейфан|Вейфан|Weifang|Weifang|Вэйфан|Вэйфан|Weifang|Weifang
WEH|WEH|Вейхай|Вейхай|Weihai|Weihai|Вейхай|Вейхай|Weihai|Weihai
WEI|WEI|||Weipa|Weipa|||Weipa|Weipa
WEL|WEL|Велком|Велком|Welkom|Welkom|Велком|Велком|Welkom|Welkom
WEM|WEM|||West Malling|West Malling|||West Malling|West Malling
WEP|WEP|Вим|Вим|Weam|Weam|Вим|Вим|Weam|Weam
WES|WES|Висуа|Висуа|Weasua|Weasua|Висуа|Висуа|Weasua|Weasua
WET|WET|Вагете|Вагете|Wagethe|Wagethe|Вагете|Вагете|Wagethe|Wagethe
WEW|WEW|||Wee Waa|Wee Waa|||Wee Waa|Wee Waa
WEX|WEX|||Castlebridge|Castlebridge|Уэксфорд|Уэксфорд|Wexford|Wexford
WFB|WFB|||Waterfront SPB|Waterfront SPB|||Ketchikan|Ketchikan
WFD|WFD|||Woodford|Woodford|Вудфорд|Вудфорд|Woodford|Woodford
WFI|WFI|Фианаранцоа|Фианаранцоа|Fianarantsoa|Fianarantsoa|Фианаранцоа|Фианаранцоа|Fianarantsoa|Fianarantsoa
WFK|WFK|||Frenchville|Frenchville|||Frenchville|Frenchville
WGA|WGA|||Forrest Hill|Forrest Hill|Вагга-Вагга|Вагга-Вагга|Wagga Wagga|Wagga Wagga
WGB|WGB|Бахавалнагар|Бахавалнагар|Bahawalnagar|Bahawalnagar|Бахавалнагар|Бахавалнагар|Bahawalnagar|Bahawalnagar
WGC|WGC|||Warangal|Warangal|||Warangal|Warangal
WGE|WGE|||Walgett|Walgett|||Walgett|Walgett
WGF|WGF|||Off Line Point|Off Line Point|||Manama|Manama
WGN|WGN|Вайтанги|Вайтанги|Waitangi|Waitangi|Вайтанги|Вайтанги|Waitangi|Waitangi
WGO|WGO|||Municipal|Municipal|||Winchester|Winchester
WGP|WGP|Ваингапу|Ваингапу|Waingapu|Waingapu|Ваингапу|Ваингапу|Waingapu|Waingapu
WGT|WGT|||Wangaratta|Wangaratta|||Wangaratta|Wangaratta
WGU|WGU|||Wagau|Wagau|||Wagau|Wagau
WGY|WGY|Вагни|Вагни|Wagny|Wagny|Вагни|Вагни|Wagny|Wagny
WGZ|WGZ|||Off Line Point|Off Line Point|||Manly|Manly
WHD|WHD|||SPB|SPB|||Hyder|Hyder
WHF|WHF|Вади-Халфа|Вади-Халфа|Wadi Halfa|Wadi Halfa|Вади-Халфа|Вади-Халфа|Wadi Halfa|Wadi Halfa
WHH|WHH|||Hiltons Har H|Hiltons Har H|||Boulder|Boulder
WHK|WHK|Вакатане|Вакатане|Whakatane|Whakatane|Вакатане|Вакатане|Whakatane|Whakatane
WHL|WHL|||Welshpool|Welshpool|||Welshpool|Welshpool
WHO|WHO|Франц Йозеф|Франц Йозеф|Franz Josef|Franz Josef|Франц-Джозеф|Франц-Джозеф|Franz Josef|Franz Josef
WHP|WHP|||Whiteman|Whiteman|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
WHS|WHS|Волсей|Волсей|Whalsay|Whalsay|Волсей|Волсей|Whalsay|Whalsay
WHT|WHT|||Wharton|Wharton|||Wharton|Wharton
WHU|WHU|Вуху|Вуху|Wuhu|Wuhu|Вуху|Вуху|Wuhu|Wuhu
WIC|WIC|Вик|Вик|Wick|Wick|Вик|Вик|Wick|Wick
WID|WID|Вильденрат|Вильденрат|Wildenrath|Wildenrath|Вильденрат|Вильденрат|Wildenrath|Wildenrath
WIE|WIE|||Air Base|Air Base|Висбаден|Висбаден|Wiesbaden|Wiesbaden
WIK|WIK|Сурфдейл|Сурфдейл|Surfdale|Surfdale|Сурфдейл|Сурфдейл|Surfdale|Surfdale
WIL|WIL|||Wilson|Wilson|Найроби|Найроби|Nairobi|Nairobi
WIN|WIN|||Winton|Winton|||Winton|Winton
WIO|WIO|||Wilcannia|Wilcannia|||Wilcannia|Wilcannia
WIR|WIR|||Wairoa|Wairoa|||Wairoa|Wairoa
WIT|WIT|||Wittenoom|Wittenoom|||Wittenoom|Wittenoom
WIU|WIU|Виту|Виту|Witu|Witu|Виту|Виту|Witu|Witu
WJA|WJA|Воджа|Воджа|Woja|Woja|Воджа|Воджа|Woja|Woja
WJF|WJF|||William J Fox|William J Fox|||Lancaster|Lancaster
WJR|WJR|Ваджир|Ваджир|Wajir|Wajir|Ваджир|Ваджир|Wajir|Wajir
WJU|WJU|||WonJu|WonJu|||WonJu|WonJu
WKA|WKA|Ванака|Ванака|Wanaka|Wanaka|Ванака|Ванака|Wanaka|Wanaka
WKB|WKB|||Warracknabeal|Warracknabeal|||Warracknabeal|Warracknabeal
WKF|WKF|||Waterkloof AFB|Waterkloof AFB|||Waterkloof|Waterkloof
WKI|WKI|||Hwange|Hwange|||Hwange|Hwange
WKJ|WKJ|||Hokkaido|Hokkaido|||Wakkanai|Wakkanai
WKK|WKK|||Aleknagik|Aleknagik|||Aleknagik|Aleknagik
WKL|WKL|||Waikoloa Airport|Waikoloa Airport|||Waikoloa|Waikoloa
WKN|WKN|Вакунай|Вакунай|Wakunai|Wakunai|Вакунай|Вакунай|Wakunai|Wakunai
WLA|WLA|Валлал|Валлал|Wallal|Wallal|Валлал|Валлал|Wallal|Wallal
WLB|WLB|||Labouchere Bay|Labouchere Bay|||Labouchere Bay|Labouchere Bay
WLC|WLC|Валха|Валха|Walcha|Walcha|Валха|Валха|Walcha|Walcha
WLD|WLD|||Arkansas City|Arkansas City|||Winfield|Winfield
WLG|WLG|||Wellington International|Wellington International|Уеллингтон|Уеллингтон|Wellington|Wellington
WLH|WLH|Валаха|Валаха|Walaha|Walaha|Валаха|Валаха|Walaha|Walaha
WLK|WLK|||Selawik|Selawik|||Selawik|Selawik
WLL|WLL|Воллогорэнг|Воллогорэнг|Wollogorang|Wollogorang|Воллогорэнг|Воллогорэнг|Wollogorang|Wollogorang
WLM|WLM|||Waltham|Waltham|||Waltham|Waltham
WLN|WLN|||Little Naukati|Little Naukati|||Little Naukati|Little Naukati
WLO|WLO|Ватерло|Ватерло|Waterloo|Waterloo|Ватерло|Ватерло|Waterloo|Waterloo
WLR|WLR|||Loring|Loring|||Loring|Loring
WLS|WLS|||Wallis Island|Wallis Island|||Wallis Island|Wallis Island
WLW|WLW|||Glenn County|Glenn County|||Willows|Willows
WMA|WMA|Мандритсара|Мандритсара|Mandritsara|Mandritsara|Мандритсара|Мандритсара|Mandritsara|Mandritsara
WMB|WMB|Варранамбул|Варранамбул|Warrnambool|Warrnambool|Варранамбул|Варранамбул|Warrnambool|Warrnambool
WMC|WMC|||Winnemucca|Winnemucca|||Winnemucca|Winnemucca
WMD|WMD|Мандабе|Мандабе|Mandabe|Mandabe|Мандабе|Мандабе|Mandabe|Mandabe
WME|WME|||Mount Keith|Mount Keith|||Mount Keith|Mount Keith
WMH|WMH|||Mountain Home|Mountain Home|||Mountain Home|Mountain Home
WMK|WMK|||SPB|SPB|||Meyers Chuck|Meyers Chuck
WML|WML|Малаимбанди|Малаимбанди|Malaimbandy|Malaimbandy|Малаимбанди|Малаимбанди|Malaimbandy|Malaimbandy
WMN|WMN|Мароантсера|Мароантсера|Maroantsetra|Maroantsetra|Мароантсера|Мароантсера|Maroantsetra|Maroantsetra
WMO|WMO|||White Mountain|White Mountain|||White Mountain|White Mountain
WMP|WMP|Мампикони|Мампикони|Mampikony|Mampikony|Мампикони|Мампикони|Mampikony|Mampikony
WMR|WMR|Мананара|Мананара|Mananara|Mananara|Мананара|Мананара|Mananara|Mananara
WMV|WMV|Мадировало|Мадировало|Madirovalo|Madirovalo|Мадировало|Мадировало|Madirovalo|Madirovalo
WMX|WMX|Вамена|Вамена|Wamena|Wamena|Вамена|Вамена|Wamena|Wamena
WNA|WNA|||Napakiak SPB|Napakiak SPB|||Napakiak|Napakiak
WNC|WNC|||Nichen Cove SPB|Nichen Cove SPB|||Tuxekan Island|Tuxekan Island
WND|WND|||Windarra|Windarra|||Windarra|Windarra
WNE|WNE|Вора-На-Йе|Вора-На-Йе|Wora Na Ye|Wora Na Ye|Вора-На-Йе|Вора-На-Йе|Wora Na Ye|Wora Na Ye
WNN|WNN|||Wunnummin Lake|Wunnummin Lake|||Wunnummin Lake|Wunnummin Lake
WNP|WNP|Нага|Нага|Naga|Naga|Нага|Нага|Naga|Naga
WNR|WNR|||Windorah|Windorah|||Windorah|Windorah
WNS|WNS|||Nawabshah|Nawabshah|||Nawabshah|Nawabshah
WNU|WNU|Ванума|Ванума|Wanuma|Wanuma|Ванума|Ванума|Wanuma|Wanuma
WNZ|WNZ|Венчжоу|Венчжоу|Wenzhou|Wenzhou|Венчжоу|Венчжоу|Wenzhou|Wenzhou
WOA|WOA|Воненара|Воненара|Wonenara|Wonenara|Воненара|Воненара|Wonenara|Wonenara
WOB|WOB|||Woodbridge RAF|Woodbridge RAF|||Suttonheath|Suttonheath
WOD|WOD|||Wood River|Wood River|||Wood River|Wood River
WOE|WOE|Вонсдрехт|Вонсдрехт|Woensdrecht|Woensdrecht|Вонсдрехт|Вонсдрехт|Woensdrecht|Woensdrecht
WOG|WOG|||Woodgreen|Woodgreen|||Woodgreen|Woodgreen
WOI|WOI|Вологисси|Вологисси|Wologissi|Wologissi|Вологисси|Вологисси|Wologissi|Wologissi
WOK|WOK|Вонкен|Вонкен|Wonken|Wonken|Вонкен|Вонкен|Wonken|Wonken
WOL|WOL|Воллонгонг|Воллонгонг|Wollongong|Wollongong|Воллонгонг|Воллонгонг|Wollongong|Wollongong
WON|WON|Вондула|Вондула|Wondoola|Wondoola|Вондула|Вондула|Wondoola|Wondoola
WOO|WOO|||Woodchopper|Woodchopper|||Woodchopper|Woodchopper
WOR|WOR|||Moramba|Moramba|||Ankorefo|Ankorefo
WOT|WOT|Вонань|Вонань|Wonan|Wonan|Вонань|Вонань|Wonan|Wonan
WOW|WOW|||Willow|Willow|||Willow|Willow
WPA|WPA|Пуэрто-Айсен|Пуэрто-Айсен|Puerto Aisen|Puerto Aisen|Пуэрто-Айсен|Пуэрто-Айсен|Puerto Aisen|Puerto Aisen
WPB|WPB|Порт-Бердж|Порт-Бердж|Port Berge|Port Berge|Порт-Бердж|Порт-Бердж|Port Berge|Port Berge
WPC|WPC|||Pincher Creek|Pincher Creek|||Pincher Creek|Pincher Creek
WPK|WPK|||Wrotham Park|Wrotham Park|||Wrotham Park|Wrotham Park
WPL|WPL|||Powell Lake|Powell Lake|||Powell Lake|Powell Lake
WPM|WPM|Випим|Випим|Wipim|Wipim|Випим|Випим|Wipim|Wipim
WPO|WPO|||North Fork Valley|North Fork Valley|||Paonia|Paonia
WPR|WPR|Порвенир|Порвенир|Porvenir|Porvenir|Порвенир|Порвенир|Porvenir|Porvenir
WPU|WPU|Пуэрто-Вильямс|Пуэрто-Вильямс|Puerto Williams|Puerto Williams|Пуэрто-Вильямс|Пуэрто-Вильямс|Puerto Williams|Puerto Williams
WRA|WRA|Уордер|Уордер|Warder|Warder|Уордер|Уордер|Warder|Warder
WRB|WRB|||Robins AFB|Robins AFB|Макон|Макон|Macon|Macon
WRE|WRE|Вангарей|Вангарей|Whangarei|Whangarei|Вангарей|Вангарей|Whangarei|Whangarei
WRG|WRG|||Wrangell SPB|Wrangell SPB|||Wrangell|Wrangell
WRH|WRH|||Wrench Creek|Wrench Creek|||Wrench Creek|Wrench Creek
WRI|WRI|||Mc Guire Afb|Mc Guire Afb|||Wrightstown, New Jersey|Wrightstown, New Jersey
WRL|WRL|||Worland|Worland|||Worland, WY|Worland, WY
WRO|WRO|||Copernicus Airport|Copernicus Airport|Вроцлав|Вроцлав|Wroclaw|Wroclaw
WRW|WRW|||Warrawagine|Warrawagine|||Warrawagine|Warrawagine
WRY|WRY|Вестрей|Вестрей|Westray|Westray|Вестрей|Вестрей|Westray|Westray
WRZ|WRZ|||Wirawila|Wirawila|||Wirawila|Wirawila
WSA|WSA|Васуа|Васуа|Wasua|Wasua|Васуа|Васуа|Wasua|Wasua
WSB|WSB|||SPB|SPB|||Steamboat Bay|Steamboat Bay
WSD|WSD|||Condron AAF|Condron AAF|||White Sands|White Sands
WSF|WSF|||Sarichef|Sarichef|||Sarichef|Sarichef
WSG|WSG|||County|County|||Washington|Washington
WSH|WSH|||Brookhaven|Brookhaven|||Shirley|Shirley
WSJ|WSJ|||San Juan SPB|San Juan SPB|Сан Хуан|Сан Хуан|San Juan|San Juan
WSM|WSM|||Wiseman|Wiseman|||Wiseman|Wiseman
WSN|WSN|||South Naknek|South Naknek|||South Naknek|South Naknek
WSO|WSO|Вашабо|Вашабо|Washabo|Washabo|Вашабо|Вашабо|Washabo|Washabo
WSP|WSP|||Waspam|Waspam|||Waspam|Waspam
WSR|WSR|Васиор|Васиор|Wasior|Wasior|Васиор|Васиор|Wasior|Wasior
WST|WST|||Westerly State|Westerly State|||Westerly|Westerly
WSU|WSU|Васу|Васу|Wasu|Wasu|Васу|Васу|Wasu|Wasu
WSX|WSX|||Westsound|Westsound|||Westsound|Westsound
WSY|WSY|||Whitsunday Airstrip|Whitsunday Airstrip|Эйрли Бич|Эйрли Бич|Airlie Beach|Airlie Beach
WSZ|WSZ|Уестпорт|Уестпорт|Westport|Westport|Вестпорт|Вестпорт|Westport|Westport
WTA|WTA|Тамбохорано|Тамбохорано|Tambohorano|Tambohorano|Тамбохорано|Тамбохорано|Tambohorano|Tambohorano
WTC|WTC|||World Trade Center|World Trade Center|Нью-Йорк|Нью-Йорк|New York|New York
WTD|WTD|Вест-Энд|Вест-Энд|West End|West End|Вест-Энд|Вест-Энд|West End|West End
WTE|WTE|||Wotje Island|Wotje Island|||Wotje Island|Wotje Island
WTK|WTK|||Noatak|Noatak|||Noatak|Noatak
WTL|WTL|||Tuntutuliak|Tuntutuliak|||Tuntutuliak|Tuntutuliak
WTN|WTN|||RAF Station|RAF Station|||Waddington|Waddington
WTO|WTO|||Wotho Island|Wotho Island|||Wotho Island|Wotho Island
WTP|WTP|Войтапе|Войтапе|Woitape|Woitape|Войтапе|Войтапе|Woitape|Woitape
WTR|WTR|||White River|White River|||White River|White River
WTS|WTS|Тсироаномандиди|Тсироаномандиди|Tsiroanomandidy|Tsiroanomandidy|Тсироаномандиди|Тсироаномандиди|Tsiroanomandidy|Tsiroanomandidy
WTT|WTT|Вантоат|Вантоат|Wantoat|Wantoat|Вантоат|Вантоат|Wantoat|Wantoat
WTZ|WTZ|||Whitianga|Whitianga|||Whitianga|Whitianga
WUA|WUA|||Wu Hai|Wu Hai|||Wu Hai|Wu Hai
WUD|WUD|||Wudinna|Wudinna|||Wudinna|Wudinna
WUG|WUG|Вау|Вау|Wau|Wau|Вау|Вау|Wau|Wau
WUH|WUH|||Tianhe International|Tianhe International|Вухан|Вухан|Wuhan|Wuhan
WUK|WUK|||Off Line Point|Off Line Point|||Hammersmith|Hammersmith
WUM|WUM|||Wasum|Wasum|||Wasum|Wasum
WUN|WUN|||Wiluna|Wiluna|||Wiluna|Wiluna
WUS|WUS|Вуйшань|Вуйшань|Wuyishan|Wuyishan|Вуйшань|Вуйшань|Wuyishan|Wuyishan
WUU|WUU|Вау|Вау|Wau|Wau|Вау|Вау|Wau|Wau
WUV|WUV|||Wuvulu Is|Wuvulu Is|||Wuvulu Is|Wuvulu Is
WUX|WUX|Вуси|Вуси|Wuxi|Wuxi|Вуси|Вуси|Wuxi|Wuxi
WUZ|WUZ|||Changzhoudao|Changzhoudao|Вучжоу|Вучжоу|Wuzhou|Wuzhou
WVB|WVB|||Rooikop|Rooikop|Волвис-Бей|Волвис-Бей|Walvis Bay|Walvis Bay
WVI|WVI|||Watsonville|Watsonville|||Watsonville|Watsonville
WVK|WVK|Манакара|Манакара|Manakara|Manakara|Манакара|Манакара|Manakara|Manakara
WVL|WVL|||Robert Lafleur|Robert Lafleur|Уотервилл|Уотервилл|Waterville|Waterville
WVN|WVN|||Wilhelmshaven|Wilhelmshaven|||Wilhelmshaven|Wilhelmshaven
WWA|WWA|||Wasilla|Wasilla|||Wasilla|Wasilla
WWD|WWD|||Cape May County|Cape May County|||Wildwood|Wildwood
WWG|WWG|||Al Koude|Al Koude|||Al Koude|Al Koude
WWI|WWI|||Woodie Woodie|Woodie Woodie|||Woodie Woodie|Woodie Woodie
WWK|WWK|||Boram|Boram|Вевак|Вевак|Wewak|Wewak
WWP|WWP|||Whale Pass|Whale Pass|||Whale Pass|Whale Pass
WWR|WWR|||West Woodward|West Woodward|||Woodward|Woodward
WWS|WWS|||USAF Heliport|USAF Heliport|||Wildwood|Wildwood
WWT|WWT|||Newtok|Newtok|||Newtok|Newtok
WWY|WWY|||West Wyalong|West Wyalong|||West Wyalong|West Wyalong
WXF|WXF|||Weathersfield Raf|Weathersfield Raf|||Braintree|Braintree
WXN|WXN|||Wanxian|Wanxian|||Wanxian|Wanxian
WYA|WYA|Вайалла|Вайалла|Whyalla|Whyalla|Вайалла|Вайалла|Whyalla|Whyalla
WYB|WYB|||SPB|SPB|||Yes Bay|Yes Bay
WYE|WYE|Енгема|Енгема|Yengema|Yengema|Енгема|Енгема|Yengema|Yengema
WYN|WYN|||Wyndham|Wyndham|||Wyndham|Wyndham
WYS|WYS|Йеллоустоун|Йеллоустоун|Yellowstone|Yellowstone|Уест Йеллоустоун|Уест Йеллоустоун|West Yellowstone|West Yellowstone
WZY|WZY|||Paradise Island Seaplane Base|Paradise Island Seaplane Base|||Nassau|Nassau
XAL|XAL|Алармос|Алармос|Alamos|Alamos|Аламос|Аламос|Alamos|Alamos
XAP|XAP|||Aeroporto Municipal Chapeco|Aeroporto Municipal Chapeco|||Chapeco|Chapeco
XAR|XAR|Арибинда|Арибинда|Aribinda|Aribinda|Арибинда|Арибинда|Aribinda|Aribinda
XAU|XAU|Саул|Саул|Saul|Saul|Саул|Саул|Saul|Saul
XAY|XAY|Ксейабери|Ксейабери|Xayabury|Xayabury|Ксейабери|Ксейабери|Xayabury|Xayabury
XBB|XBB|||Blubber Bay|Blubber Bay|||Blubber Bay|Blubber Bay
XBE|XBE|||Bearskin Lake|Bearskin Lake|||Bearskin Lake|Bearskin Lake
XBG|XBG|Боганд|Боганд|Bogande|Bogande|Боганд|Боганд|Bogande|Bogande
XBJ|XBJ|Бирджанд|Бирджанд|Birjand|Birjand|Бирджанд|Бирджанд|Birjand|Birjand
XBL|XBL|Буно-Беделле|Буно-Беделле|Buno Bedelle|Buno Bedelle|Буно-Беделле|Буно-Беделле|Buno Bedelle|Buno Bedelle
XBN|XBN|Бинигуни|Бинигуни|Biniguni|Biniguni|Бинигуни|Бинигуни|Biniguni|Biniguni
XBO|XBO|Булса|Булса|Boulsa|Boulsa|Булса|Булса|Boulsa|Boulsa
XBR|XBR|||Brockville|Brockville|||Brockville|Brockville
XBW|XBW|||Killineq|Killineq|||Killineq|Killineq
XCH|XCH|||Christmas Island|Christmas Island|||Christmas Island|Christmas Island
XCL|XCL|||Cluff Lake|Cluff Lake|||Cluff Lake|Cluff Lake
XCM|XCM|||Chatham|Chatham|||Chatham|Chatham
XCN|XCN|||Coron Airport|Coron Airport|||Coron|Coron
XCO|XCO|||Colac|Colac|||Colac|Colac
XCR|XCR|||Vatry International|Vatry International|||Chalons Sur Marne|Chalons Sur Marne
XDB|XDB|||Lille Europe Rail Svc|Lille Europe Rail Svc|Лилль|Лилль|Lille|Lille
XDE|XDE|Диебугу|Диебугу|Diebougou|Diebougou|Диебугу|Диебугу|Diebougou|Diebougou
XDJ|XDJ|Джибо|Джибо|Djibo|Djibo|Джибо|Джибо|Djibo|Djibo
XDT|XDT|||C.de G. /TGV Rail Svc|C.de G. /TGV Rail Svc|Париж|Париж|Paris|Paris
XDV|XDV|||Pr. George Rail Stn|Pr. George Rail Stn|Принс Джордж|Принс Джордж|Prince George|Prince George
XDW|XDW|||Pr. Rupert Rail Stn|Pr. Rupert Rail Stn|Принц Руперт|Принц Руперт|Prince Rupert|Prince Rupert
XDY|XDY|||Sudbury Jct Rail Stn|Sudbury Jct Rail Stn|||Sudbury|Sudbury
XEA|XEA|||Vancouver Rail Stn.|Vancouver Rail Stn.|Ванкувер|Ванкувер|Vancouver|Vancouver
XEN|XEN|Хайньчен|Хайньчен|Xingcheng|Xingcheng|Хайньчен|Хайньчен|Xingcheng|Xingcheng
XEO|XEO|||Harbour|Harbour|||Oqatsut|Oqatsut
XEQ|XEQ|||Harbour|Harbour|||Tasiuasaq|Tasiuasaq
XES|XES|||Municipal|Municipal|||Lake Geneva|Lake Geneva
XEX|XEX|||Aerogare|Aerogare|Париж|Париж|Paris|Paris
XFA|XFA|||Lille Flanders Rail Sv|Lille Flanders Rail Sv|Лилль|Лилль|Lille|Lille
XFN|XFN|Сянфань|Сянфань|Xiangfan|Xiangfan|Сянфань|Сянфань|Xiangfan|Xiangfan
XFW|XFW|||Finkenwerder|Finkenwerder|Гамбург|Гамбург|Hamburg|Hamburg
XFY|XFY|||Sainte-Foy Rail Svce.|Sainte-Foy Rail Svce.|Квебек|Квебек|Quebec|Quebec
XFZ|XFZ|||Charny|Charny|Квебек|Квебек|Quebec|Quebec
XGA|XGA|Гауа|Гауа|Gaoua|Gaoua|Гауа|Гауа|Gaoua|Gaoua
XGB|XGB|||Gare Montparnasse|Gare Montparnasse|Париж|Париж|Paris|Paris
XGG|XGG|||Gorom-Gorom|Gorom-Gorom|||Gorom-Gorom|Gorom-Gorom
XGL|XGL|||Granville Lake|Granville Lake|||Granville Lake|Granville Lake
XGN|XGN|Шангонго|Шангонго|Xangongo|Xangongo|Шангонго|Шангонго|Xangongo|Xangongo
XGR|XGR|||Kangiqsualujjuaq|Kangiqsualujjuaq|||Kangiqsualujjuaq|Kangiqsualujjuaq
XHN|XHN|||Guillemins, Raiway Stn|Guillemins, Raiway Stn|Льеж|Льеж|Liege|Liege
XHX|XHX|||Adelaide Keswick Rail|Adelaide Keswick Rail|Аделаида|Аделаида|Adelaide|Adelaide
XIC|XIC|Хайчэн|Хайчэн|Xichang|Xichang|Хайчэн|Хайчэн|Xichang|Xichang
XIE|XIE|Ксьенглом|Ксьенглом|Xienglom|Xienglom|Ксьенглом|Ксьенглом|Xienglom|Xienglom
XIG|XIG|||Municipal|Municipal|Шингуэра|Шингуэра|Xinguara|Xinguara
XIH|XIH|||Khan Al Baghdadi|Khan Al Baghdadi|||Khan Al Baghdadi|Khan Al Baghdadi
XIJ|XIJ|||Ahmed Al Jaber|Ahmed Al Jaber|||Ahmed Al Jaber|Ahmed Al Jaber
XIK|XIK|||Central Station|Central Station|Милан|Милан|Milan|Milan
XIL|XIL|Хайлиньхот|Хайлиньхот|Xilinhot|Xilinhot|Хайлиньхот|Хайлиньхот|Xilinhot|Xilinhot
XIN|XIN|Хайньнин|Хайньнин|Xingning|Xingning|Хайньнин|Хайньнин|Xingning|Xingning
XIQ|XIQ|||Harbour|Harbour|||Ilimanaq|Ilimanaq
XIX|XIX|||Porta Nuova Rail|Porta Nuova Rail|Верона|Верона|Verona|Verona
XIY|XIY|Синьян|Синьян|Xianyang|Xianyang|||Xi An|Xi An
XJD|XJD|||Al Udeid AB|Al Udeid AB|||Al Udeid|Al Udeid
XJE|XJE|||Rialway Service|Rialway Service|||Vojens|Vojens
XJM|XJM|||Mangla|Mangla|||Mangla|Mangla
XKA|XKA|Канчари|Канчари|Kantchari|Kantchari|Канчари|Канчари|Kantchari|Kantchari
XKC|XKC|||Sandnes Rail St.|Sandnes Rail St.|Сенднес|Сенднес|Sandnes|Sandnes
XKH|XKH|Ксьенг-Кхуанг|Ксьенг-Кхуанг|Xieng Khouang|Xieng Khouang|Ксьенг-Кхуанг|Ксьенг-Кхуанг|Xieng Khouang|Xieng Khouang
XKO|XKO|||Kemano|Kemano|||Kemano|Kemano
XKS|XKS|||Kasabonika|Kasabonika|||Kasabonika|Kasabonika
XKY|XKY|Кайя|Кайя|Kaya|Kaya|Кайя|Кайя|Kaya|Kaya
XLB|XLB|||Lac Brochet|Lac Brochet|||Lac Brochet|Lac Brochet
XLF|XLF|||Leaf Bay|Leaf Bay|||Leaf Bay|Leaf Bay
XLJ|XLJ|||Quebec Stn. Rail Svce.|Quebec Stn. Rail Svce.|Квебек|Квебек|Quebec|Quebec
XLM|XLM|||St Lambert Rail Svce.|St Lambert Rail Svce.|Монреаль|Монреаль|Montreal|Montreal
XLO|XLO|Лонь-Йен|Лонь-Йен|Long Xuyen|Long Xuyen|Лонь-Йен|Лонь-Йен|Long Xuyen|Long Xuyen
XLS|XLS|Сент Луис|Сент Луис|St Louis|St Louis|Сент Луис|Сент Луис|St Louis|St Louis
XLU|XLU|Лео|Лео|Leo|Leo|Лео|Лео|Leo|Leo
XLW|XLW|||Lemwerder|Lemwerder|||Lemwerder|Lemwerder
XMA|XMA|||Maramag|Maramag|||Maramag|Maramag
XMC|XMC|||Mallacoota|Mallacoota|||Mallacoota|Mallacoota
XMD|XMD|||Madison|Madison|||Madison|Madison
XMG|XMG|Махендранагар|Махендранагар|Mahendranagar|Mahendranagar|Махендранагар|Махендранагар|Mahendranagar|Mahendranagar
XMH|XMH|Манихи|Манихи|Manihi|Manihi|Манихи|Манихи|Manihi|Manihi
XMI|XMI|Масаси|Масаси|Masasi|Masasi|Масаси|Масаси|Masasi|Masasi
XML|XML|||Minlaton|Minlaton|||Minlaton|Minlaton
